사용일자,노선명,역명,승차총승객수,하차총승객수,등록일자
20230907,1호선,청량리(서울시립대입구),23242,22595,20230910
20230907,분당선,청명,5167,5036,20230910
20230907,경춘선,청평,1845,1890,20230910
20230907,경강선,초월,3892,3702,20230910
20230907,안산선,초지,6156,6261,20230910
20230907,4호선,총신대입구(이수),21045,22582,20230910
20230907,경춘선,춘천,2246,1649,20230910
20230907,4호선,충무로,36414,37190,20230910
20230907,3호선,충무로,2,0,20230910
20230907,2호선,충정로(경기대입구),11385,12262,20230910
20230907,5호선,충정로(경기대입구),5483,5731,20230910
20230907,경의선,탄현,9056,8659,20230910
20230907,장항선,탕정,1625,1390,20230910
20230907,6호선,태릉입구,6385,7479,20230910
20230907,7호선,태릉입구,10693,10070,20230910
20230907,분당선,태평,14487,13818,20230910
20230907,경춘선,퇴계원,4004,3748,20230910
20230907,경의선,파주,1858,1392,20230910
20230907,경강선,판교,6373,6435,20230910
20230907,중앙선,팔당,858,851,20230910
20230907,경춘선,평내호평,7212,7174,20230910
20230907,과천선,평촌,20245,20009,20230910
20230907,경부선,평택,14146,14243,20230910
20230907,경부선,평택지제,4696,4656,20230910
20230907,경의선,풍산,6590,6240,20230910
20230907,7호선,하계,20434,19264,20230910
20230907,5호선,하남검단산,6843,6351,20230910
20230907,5호선,하남시청(덕풍·신장),8579,8344,20230910
20230907,5호선,하남풍산,4988,5003,20230910
20230907,7호선,학동,27858,29501,20230910
20230907,3호선,학여울,2410,2398,20230910
20230907,6호선,한강진,10672,12328,20230910
20230907,경원선,한남,4921,4535,20230910
20230907,안산선,한대앞,11372,11463,20230910
20230907,4호선,한성대입구(삼선교),16493,15679,20230910
20230907,9호선2~3단계,한성백제,3094,2779,20230910
20230907,2호선,한양대,16661,18712,20230910
20230907,분당선,한티,17242,18507,20230910
20230907,2호선,합정,33856,36742,20230910
20230907,6호선,합정,14306,14429,20230910
20230907,5호선,행당,9191,8167,20230910
20230907,경의선,행신,9512,9407,20230910
20230907,4호선,혜화,39662,40098,20230910
20230907,수인선,호구포,4356,4537,20230910
20230907,2호선,홍대입구,65767,70385,20230910
20230907,경의선,홍대입구,2006,2394,20230910
20230907,공항철도 1호선,홍대입구,13034,13228,20230910
20230907,3호선,홍제,20506,19393,20230910
20230907,우이신설선,화계,4093,3864,20230910
20230907,5호선,화곡,31678,29580,20230910
20230907,6호선,화랑대(서울여대입구),14722,11120,20230910
20230907,경부선,화서,9705,9292,20230910
20230907,경의선,화전,3930,3584,20230910
20230907,일산선,화정,19260,19619,20230910
20230907,중앙선,회기,31886,30402,20230910
20230907,경원선,회룡,14365,14171,20230910
20230907,4호선,회현(남대문시장),29585,30919,20230910
20230907,6호선,효창공원앞,8330,8005,20230910
20230907,경의선,효창공원앞,3742,4189,20230910
20230907,9호선,흑석(중앙대입구),11651,11727,20230910
